,review,clear_review,predicted,candidat
899,da73468265 Merci Monsieur DupontAignan de vous battre pour nos droits notre liberté notre démocratie,da73468265 merc monsieur dupontaignan battr droit libert démocrat,1,None
678, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
679,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
681, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
682,celiamebroukine Medinrecords Mediapart mathieu m Petite pensée à ceux qui disent  par conviction jai voté Jadot et par obligation je vais voter Macron ,celiamebroukin medinrecord mediapart mathieu petit pens ceux disent convict jai vot jadot oblig vais vot macron,0,None
683,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
684,DujacquesJohane 1 Quand on voit les nuées de trolls FI sur les RS  en croisade pour insulterintimider les quelques militants FI prêts à faire barragevoter Macron et les enjoindre à ne pas le faire je ne suis pas certain que cette analyse soit loufoquejai voté JLM en 2017 Jadot en 2022,dujacquesjohan 1 quand voit nu troll fi r croisad insulterintimid quelqu milit fi prêt fair barragevot macron enjoindr fair certain cet analys loufoquej vot jlm 2017 jadot 2022,0,None
1374,Jespère que Marine Le Pen dira bien aux Français que cette élection du 2nd tour est un référendum  pour ou contre cinq années de plus avec Emmanuel MacronCest parce que je connais le bilan dEmmanuel Macron que je voterai Marine Le Pen httpstcoIIW1eKsaLz,jesper marin pen dir bien franc cet élect 2nd tour référendum contr cinq anné plus emmanuel macroncest parc con bilan demmanuel macron vot marin pen httpstcoiiw1eksalz,0,None
686, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
687,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
688, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
691, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
692, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
693,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
694, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
695, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
696, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
697, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
698, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
699,fedoriphore Cest évident quils ne veulent pas daccords  Jadot ira sûrement avec Macron qui lui proposera un poste avec quelques amis à lui et on en parlera plus ,fedoriphor cest évident quil veulent daccord jadot ira sûr macron propos post quelqu amis parl plus,0,None
700, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
701, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
702, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
703,le souffle bien  riche en persan dam  souffle mais par ex une respiration un instantCadeau  2ème moitié dun quatrain de Khayyâm Lenfer  une étincelle de nos vains tourmentsLe paradis  un souffle linstant de vie insoucianthttpstcorjfad3cIiM,souffl bien rich persan dam souffl ex respir instantcadeau 2em moiti dun quatrain khayyâm lenf étincel vain tourmentsl parad souffl linst vi insoucianthttpstcorjfad3ciim,1,None
704, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
705,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
706,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
707, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
677,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
676,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
675, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
674, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
643,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
644, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
645, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
647, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
648,BFMTV Et là tu y penses parce que tu as besoin des voix de Mélenchon et Jadot Condamné pour inaction climatique MacronNousPrendPourDesCons,bfmtv là pens parc besoin voix mélenchon jadot condamn inact climat macronnousprendpourdescon,0,None
649,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
650,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
651,alternativecug1 Le facho de lfi qui ne vote pas pour le facho macron contre le facho lepen Heureusement que les fachos hidalgo roussel et jadot ont appelé à voter pour ce facho de macron Fascho,alternativecug1 facho lfi vot facho macron contr facho lepen heureux fachos hidalgo roussel jadot appel vot facho macron fascho,0,None
652, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
653,sbecqndiaye fedoriphore Notons tout de même une certaine bonne volonté de la partie gauche de EELV Le Souffle notamment qui demande un changement de direction pour ces négociations On aurait bien sûr tous préféré quils se réveillent avanthttpstcouJUirQ9RD2,sbecqndiay fedoriphor noton tout certain bon volont part gauch eelv souffl not demand chang direct négoci bien sûr tous préfer quil réveillent avanthttpstcoujuirq9rd2,1,None
1379,Pour info le voile integral existe AUSSI  chez les juifs ce sont sans doute des islamistes n estce pas Mme Fourest  M Zemmour Mme Le Pen Mr Bardella httpstcomqFfbvgwKb,info voil integral exist auss chez juif san dout islam estce mme fourest zemmour mme pen mr bardel httpstcomqffbvgwkb,0,None
655, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
656,fanch mrl Je nappelle pas Insoumis quelquun qui met les hashtags des adversaires de Melenchon  de mathildePanot  de Ruffin  de Quatennens dans son post mais pas les leurs  Il ne cite ni jadot ni roussel non plus mais montre clairement son soutien Cest 1 troll RN anti macron httpstconB3I4CyGCy,fanch mrl nappel insoum quelquun met hashtag adversair melenchon mathildepanot ruffin quatennen post leur cit ni jadot ni roussel non plus montr clair soutien cest 1 troll rn anti macron httpstconb3i4cygcy,0,None
708, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
657, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
660,Jean Luc Mélenchon a fait honneur à la belle politique par sa campagne et son discours Jadot Roussel Hidalgo en dessous des 5  appellent au barrage à MLP Ils pouvaient le faire par lunion en se retirant Honte à eux à leur égo  Des nains aurait dit François Mitterrand httpstcoV9k0MVVFIf,jean luc mélenchon a fait honneur bel polit campagn discour jadot roussel hidalgo dessous 5 appellent barrag mlp pouv fair lunion retir hont égo nain dit françois mitterrand httpstcov9k0mvvfif,0,None
661, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
662,Une écologie trop  policée   les raisons de léchec de Yannick JadotUn article de notre partenaire Mediapart  httpstcofNEzJCQ1N3,écolog trop polic raison léchec yannick jadotun articl partenair mediapart httpstcofnezjcq1n3,0,None
663,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
664,Jadot et Roussel doivent rendre des comptes dit MathildePanotJDD au nom de JLMelenchon qui leur a volé la moitié des électeurs avec son prétendu vote utile ,jadot roussel doivent rendr compt dit mathildepanotjdd nom jlmelenchon a vol moiti électeur prétendu vot util,0,None
665, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
666,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
667, PLUS DE 2 MILLION DEUROS POUR PÉCRESSE ET JADOT  SOUTENEZ LES MÉDIAS INDÉPENDANTS En 2022 Nantes Révoltée a besoin de votre soutien pour continuer  httpstco4GmkKXLdQj,plus 2 million deuros pécress jadot souten médi indépend 2022 nant révolt a besoin soutien continu httpstco4gmkkxldqj,0,None
668, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1376,Presidentielle2022  Macron en tête des sondagesTout se joue demain soir avec le débat estime LaureLavalette porteparole de Marine Le Pen invitée de JeromeFlorin dans RTLMatin Une sérénité et une maturité par rapport à 2017 httpstco23ouKdXbb4,presidentielle2022 macron têt sondagestout jou demain soir débat estim laurelavalet porteparol marin pen invit jeromeflorin rtlmatin séren matur rapport 2017 httpstco23oukdxbb4,0,None
671, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
672, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
673, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
659, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
642,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
709,sbecqndiaye fedoriphore Notons tout de même une certaine bonne volonté de la partie gauche de EELV Le Souffle notamment qui demande un changement de direction pour ces négociations On aurait bien sûr tous préféré quils se réveillent avanthttpstcouJUirQ9RD2,sbecqndiay fedoriphor noton tout certain bon volont part gauch eelv souffl not demand chang direct négoci bien sûr tous préfer quil réveillent avanthttpstcoujuirq9rd2,1,None
712,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1352,Je vais voter Le Pen car Macron a fait trop de mal au paysvsLes électeurs de Le Pen sont des beaufs nazis proPoutine votez Macron ou cest lApocalypseQUESTION Qui incarne lhystérie et lirrationalité qui ont permis à Hitler daccéder au pouvoir à votre avis  ,vais vot pen car macron a fait trop mal paysvsl électeur pen beauf naz propoutin vot macron cest lapocalypsequest incarn lhyster lirrational perm hitl dacced pouvoir avis,0,None
757, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
1351,Je vais voter Le Pen car Macron a fait trop de mal au paysvsLes électeurs de Le Pen sont des beaufs nazis proPoutine votez Macron ou cest lApocalypseQUESTION Qui incarne lhystérie et lirrationalité qui ont permis à Hitler daccéder au pouvoir à votre avis  ,vais vot pen car macron a fait trop mal paysvsl électeur pen beauf naz propoutin vot macron cest lapocalypsequest incarn lhyster lirrational perm hitl dacced pouvoir avis,0,None
1350,Je vais voter Le Pen car Macron a fait trop de mal au paysvsLes électeurs de Le Pen sont des beaufs nazis proPoutine votez Macron ou cest lApocalypseQUESTION Qui incarne lhystérie et lirrationalité qui ont permis à Hitler daccéder au pouvoir à votre avis  ,vais vot pen car macron a fait trop mal paysvsl électeur pen beauf naz propoutin vot macron cest lapocalypsequest incarn lhyster lirrational perm hitl dacced pouvoir avis,0,None
1349,Phillipe Poutou à lassemblée nationale ça veut dire un Phillipe Poutou sous stéroïdes qui met des giga taquets au gouvernement pendant 5ans présent H24 et plein de vidéo de lui chaque semaine qui met la misère à nimporte quel opposants et je trouve ça magnifique,phillip poutou lassembl national ça veut dir phillip poutou sous stéroïd met gig taquet gouvern pend 5an présent h24 plein vidéo chaqu semain met miser nimport quel oppos trouv ça magnif,1,None
